"Establishment Type","Name","License Number","License Type","Priority/Expedited Status","Location","Related Documents"
"Adult-Use","Cultivate Leicester, Inc.","MR281268","Marijuana Retailer","Priority Review - MTC Priority","1764 Main Street Leicester, MA 01524",""
"Adult-Use","Cultivate Cultivation, LLC","MC281266","Marijuana Cultivator","Priority Review - MTC Priority","1764 Main Street Leicester, MA 01524",""
"Adult-Use","Curaleaf North Shore, Inc.","MC281255","Marijuana Cultivator","Priority Review - MTC Priority","10 Industrial Way Amesbury, MA 01913",""
"Adult-Use","Curaleaf North Shore, Inc.","MP281300","Marijuana Product Manufacturer","Priority Review - MTC Priority","10 Industrial Way Amesbury, MA 01913",""
"Adult-Use","Alternative Therapies Group II, Inc.","MR281346","Marijuana Retailer","Priority Review - MTC Priority","49 Macy St Amesbury, MA 01913",""
"Adult-Use","New England Treatment Access, LLC.","MC281267","Marijuana Cultivator","Priority Review - MTC Priority","5 Forge Parkway Franklin, MA 02038",""
"Adult-Use","New England Treatment Access, LLC.","MP281306","Marijuana Product Manufacturer","Priority Review - MTC Priority","5 Forge Parkway Franklin, MA 02038",""
"Adult-Use","New England Treatment Access, LLC.","MR281240","Marijuana Retailer","Priority Review - MTC Priority","118 Conz Street Northampton, MA 01060",""
"Adult-Use","New England Treatment Access, LLC.","MR281287","Marijuana Retailer","Priority Review - MTC Priority","160 Washington Street Brookline, MA 02445",""
"Adult-Use","M1 Enterprises, LLC","MC281252","Marijuana Cultivator","Priority Review - MTC Priority","13 COMMERCIAL WAY Milford, MA 01757",""
"Adult-Use","M1 Enterprises, LLC","MP281303","Marijuana Product Manufacturer","Priority Review - MTC Priority","13 COMMERCIAL WAY Milford, MA 01757",""
"Adult-Use","Pharmacannis Massachusetts Inc.","MR281252","Marijuana Retailer","Priority Review - MTC Priority","112 Main Street Wareham, MA 02571",""
"Adult-Use","I.N.S.A., Inc.","MC281268","Marijuana Cultivator","Priority Review - MTC Priority","122 Pleasant Street Suite 144 Easthampton, MA 01027",""
"Adult-Use","I.N.S.A., Inc.","MP281426","Marijuana Product Manufacturer","Priority Review - MTC Priority","122 Pleasant Street Suite 144 Easthampton, MA 01027",""
"Adult-Use","I.N.S.A., Inc.","MR281680","Marijuana Retailer","Priority Review - MTC Priority","122 Pleasant Street Suite 144 Easthampton, MA 01027",""
"Adult-Use","M3 Ventures, Inc.","MC281446","Marijuana Cultivator","Priority Review - MTC Priority","9 Collins Avenue Plymouth, MA 02360",""
"Adult-Use","M3 Ventures, Inc.","MP281346","Marijuana Product Manufacturer","Priority Review - MTC Priority","9 Collins Avenue Plymouth, MA 02360",""
"Adult-Use","M3 Ventures, Inc.","MR281290","Marijuana Retailer","Priority Review - MTC Priority","9 Collins Avenue Plymouth, MA 02360",""
"Adult-Use","Alternative Therapies Group II, Inc.","MR281255","Marijuana Retailer","Priority Review - MTC Priority","50 Grove St Salem, MA 01970",""
"Adult-Use","Northeast Alternatives, Inc.","MR281314","Marijuana Retailer","Priority Review - MTC Priority","999 William S. Canning Boulevard Fall River, MA 02721",""
"Adult-Use","Patriot Care Corp","MC281265","Marijuana Cultivator","Priority Review - MTC Priority","170 Lincoln Street Lowell, MA 01852",""
"Adult-Use","Patriot Care Corp","MP281308","Marijuana Product Manufacturer","Priority Review - MTC Priority","170 Lincoln Street Lowell, MA 01852",""
"Adult-Use","Patriot Care Corp","MR281282","Marijuana Retailer","Priority Review - MTC Priority","7 Legion Avenue Greenfield, MA 01301",""
"Adult-Use","Patriot Care Corp","MR281283","Marijuana Retailer","Priority Review - MTC Priority","70 Industrial Avenue East Suite B Lowell, MA 01852",""
"Adult-Use","MCR Labs, LLC","IL281278","Independent Testing Laboratory","Priority Review - MTC Priority","85 Speen St Framingham, MA 01701",""
"Adult-Use","Cultivate Cultivation, LLC","MP281305","Marijuana Product Manufacturer","Priority Review - MTC Priority","1764 Main Street Leicester, MA 01524",""
"Adult-Use","Alternative Therapies Group II, Inc.","MR281344","Marijuana Retailer","Priority Review - MTC Priority","107 Elm St Salisbury, MA 01952",""
"Adult-Use","Northeast Alternatives, Inc.","MC281319","Marijuana Cultivator","Priority Review - MTC Priority","999 William S. Canning Boulevard Fall River, MA 02721",""
"Adult-Use","Northeast Alternatives, Inc.","MP281319","Marijuana Product Manufacturer","Priority Review - MTC Priority","999 William S. Canning Boulevard Fall River, MA 02721",""
"Adult-Use","Temescal Wellness of Massachusetts, LLC","MR281309","Marijuana Retailer","Priority Review - MTC Priority","252 Coolidge Street Hudson, MA 01749",""
"Adult-Use","Temescal Wellness of Massachusetts, LLC","MR281588","Marijuana Retailer","Priority Review - MTC Priority","10 Callahan Drive Pittsfield, MA 01201",""
"Adult-Use","Nova Farms, LLC","MP281325","Marijuana Product Manufacturer","Priority Review - MTC Priority","34 Extension Street Attleboro, MA 02703",""
"Adult-Use","Late Spring, Inc. D/B/A Gage Cannabis Company","MR281248","Marijuana Retailer","General Applicant","38 Littleton Rd Ayer, MA 01432",""
"Adult-Use","253 Organic, LLC","MC281258","Marijuana Cultivator","General Applicant","253 Millers Falls Road P.O. Box 253 Montague, MA 01376",""
"Adult-Use","253 Organic, LLC","MP281302","Marijuana Product Manufacturer","General Applicant","253 Millers Falls Road P.O. Box 253 Montague, MA 01376",""
"Adult-Use","253 Organic, LLC","MR281245","Marijuana Retailer","General Applicant","253 Millers Falls Road P.O. Box 253 Montague, MA 01376",""
"Adult-Use","Theory Wellness Inc","MR281549","Marijuana Retailer","Priority Review - MTC Priority","394 Stockbridge Road Great Barrington, MA 01230",""
"Adult-Use","Curaleaf Massachusetts, Inc","MR281263","Marijuana Retailer","Priority Review - MTC Priority","425 Main Street Oxford, MA 01540",""
"Adult-Use","Caroline's Cannabis, LLC","MR281274","Marijuana Retailer","General Applicant","640 Douglas Street Uxbridge, MA 01569",""
"Adult-Use","Curaleaf Massachusetts, Inc.","MP281318","Marijuana Product Manufacturer","Priority Review - MTC Priority","30 Worcester Road Unit B Webster, MA 01570",""
"Adult-Use","Curaleaf Massachusetts, Inc.","MC281309","Marijuana Cultivator","Priority Review - MTC Priority","30 Worcester Road Unit B Webster, MA 01570",""
"Adult-Use","Berkshire Roots, Inc.","MC281590","Marijuana Cultivator","Priority Review - MTC Priority","501 Dalton Avenue Pittsfield, MA 01201",""
"Adult-Use","Berkshire Roots, Inc.","MP281427","Marijuana Product Manufacturer","Priority Review - MTC Priority","501 Dalton Avenue Pittsfield, MA 01201",""
"Adult-Use","Berkshire Roots, Inc.","MR281585","Marijuana Retailer","Priority Review - MTC Priority","501 Dalton Avenue Pittsfield, MA 01201",""
"Adult-Use","Berkshire Roots, Inc.","MX281322","Marijuana Transporter with Other Existing ME License","Priority Review - MTC Priority","501 Dalton Avenue Pittsfield, MA 01201",""
"Adult-Use","Ashli's, Inc.","MR281332","Marijuana Retailer","General Applicant","70 Frank Mossberg Dr. Attleboro, MA 02703",""
"Adult-Use","Sanctuary Medicinals, Inc.","MC281308","Marijuana Cultivator","Priority Review - MTC Priority","234 Taylor Street Littleton, MA 01460",""
"Adult-Use","Sanctuary Medicinals, Inc.","MP281405","Marijuana Product Manufacturer","Priority Review - MTC Priority","234 Taylor Street Littleton, MA 01460",""
"Adult-Use","Gibby's Garden LLC","MB281347","Marijuana Microbusiness","General Applicant","660 Douglas Street Unit 300 Uxbridge, MA 01569",""
"Adult-Use","Sanctuary Medicinals, Inc.","MR281650","Marijuana Retailer","Priority Review - MTC Priority","16 Pearson Blvd Gardner, MA 01440",""
"Adult-Use","Apotho Therapeutics Athol, Inc.","MC281370","Marijuana Cultivator","General Applicant","1 Exchange Street Athol, MA 01331",""
"Adult-Use","Good Chemistry of Massachusetts, Inc.","MC281557","Marijuana Cultivator","Priority Review - MTC Priority","20 William Way Bellingham, MA 02019",""
"Adult-Use","Good Chemistry of Mass","MR281702","Marijuana Retailer","Priority Review - MTC Priority","9 Harrison Street Worcester, MA 01604",""
"Adult-Use","Temescal Wellness of Massachusetts, LLC","MP281402","Marijuana Product Manufacturer","Priority Review - MTC Priority","141 SW Cutoff Worcester, MA 01604",""
"Adult-Use","Atlantic Medicinal Partners, Inc.","MR281471","Marijuana Retailer","Priority Review - MTC Priority","774 Crawford Street Fitchburg, MA 01420",""
"Adult-Use","Green Biz LLC","MR281490","Marijuana Retailer","General Applicant","1021 South St Pittsfield, MA 01201",""
"Adult-Use","The Green Lady Dispensary, Inc.","MC281443","Marijuana Cultivator","Priority Review - MTC Priority","11 Amelia Drive Nantucket, MA 02554",""
"Adult-Use","The Green Lady Dispensary, Inc.","MP281345","Marijuana Product Manufacturer","Priority Review - MTC Priority","11 Amelia Drive Nantucket, MA 02554",""
"Adult-Use","The Green Lady Dispensary, Inc.","MR281427","Marijuana Retailer","Priority Review - MTC Priority","11 Amelia Drive Nantucket, MA 02554",""
"Adult-Use","The Verb is Herb, LLC.","MR281637","Marijuana Retailer","General Applicant","74 Cottage St Easthampton, MA 01027",""
"Adult-Use","T. Bear Inc.","MP281314","Marijuana Product Manufacturer","General Applicant","3103 Cranberry HIghway Wareham, MA 02538",""
"Adult-Use","Berkshire Welco LLC","MC281317","Marijuana Cultivator","General Applicant","1375 Main St. Sheffield, MA 01257",""
"Adult-Use","Power Fund Operations, LLC","MC281359","Marijuana Cultivator","Priority Review - MTC Priority","158 Gov. Dukakis Dr. Orange, MA 01364",""
"Adult-Use","Silver Therapeutics, Inc.","MR281271","Marijuana Retailer","Priority Review - MTC Priority","238 Main Street Williamstown, MA 01267",""
"Adult-Use","Caregiver-Patient Connection","MC281254","Marijuana Cultivator","Priority Review - MTC Priority","295 Vernon Avenue Barre, MA 01005",""
"Adult-Use","RISE Holdings, Inc.","MC281674","Marijuana Cultivator","Priority Review - MTC Priority","28 Appleton Street Holyoke, MA 01040",""
"Adult-Use","RISE Holdings, Inc.","MP281453","Marijuana Product Manufacturer","Priority Review - MTC Priority","28 Appleton Street Holyoke, MA 01040",""
"Adult-Use","LDE Holdings, LLC.","MC281262","Marijuana Cultivator","General Applicant","6 Thatcher Ln. Wareham, MA 02571",""
"Adult-Use","Deezle Cannabis, LLC","MR281950","Marijuana Retailer","Priority Review - MTC Priority","1351 Beacon Street Brookline, MA 02446",""
"Adult-Use","Mass Alternative Care, Inc.","MC281685","Marijuana Cultivator","Priority Review - MTC Priority","77 Champion Drive Chicopee, MA 01020",""
"Adult-Use","Mass Alternative Care, Inc.","MP281468","Marijuana Product Manufacturer","Priority Review - MTC Priority","1247 East Main Street Chicopee, MA 01020",""
"Adult-Use","Mass Alternative Care, Inc.","MR281371","Marijuana Retailer","Priority Review - MTC Priority","1247 East Main Street Chicopee, MA 01020",""
"Adult-Use","Garden Remedies, Inc.","MR281495","Marijuana Retailer","Priority Review - MTC Priority","697 Washington Street Newton, MA 02458",""
"Adult-Use","LDE Holdings, LLC.","MR281689","Marijuana Retailer","General Applicant","6 Thatcher Lane Wareham, MA 02571",""
"Adult-Use","Garden Remedies, Inc.","MR281942","Marijuana Retailer","Priority Review - MTC Priority","423 Lakeside Ave Marlborough, MA 01752",""
"Adult-Use","Pioneer Valley Extracts, LLC","MP281417","Marijuana Product Manufacturer","General Applicant","43 Ladd Avenue Northampton, MA 01062",""
"Adult-Use","In Good Health, Inc.","MC281273","Marijuana Cultivator","Priority Review - MTC Priority","1200 West Chestnut St Brockton, MA 02301",""
"Adult-Use","In Good Health, Inc.","MP281307","Marijuana Product Manufacturer","Priority Review - MTC Priority","1200 West Chestnut Street Brockton, MA 02301",""
"Adult-Use","Nova Farms, LLC","MR281379","Marijuana Retailer","Priority Review - MTC Priority","34 Extension Street Attleboro, MA 02703",""
"Adult-Use","Solar Therapeutics Inc","MC281592","Marijuana Cultivator","General Applicant","1400 Brayton Point Road Somerset, MA 02725",""
"Adult-Use","Grass Appeal, LLC","MP281406","Marijuana Product Manufacturer","General Applicant","79 River Road Uxbridge, MA 01569",""
"Adult-Use","Canna Provisions Inc","MR281796","Marijuana Retailer","General Applicant","220 Housatonic Street Lee, MA 01238",""
"Adult-Use","Bodelle's Edibles, LLC","MB281356","Marijuana Microbusiness","General Applicant","660 Riverside Dr Northampton, MA 01062",""
"Adult-Use","Healthy Pharms, Inc.","MR281754","Marijuana Retailer","Priority Review - MTC Priority","401 E. Main Street Georgetown, MA 01833",""
"Adult-Use","Slang, Inc.","MR281402","Marijuana Retailer","General Applicant","2 Larch St Pittsfield, MA 01201",""
"Adult-Use","Cape Cod Grow Lab, LLC","MC281275","Marijuana Cultivator","General Applicant","95 Alexandra Avenue Brewster, MA 02631",""
"Adult-Use","Green Biz LLC","MR281793","Marijuana Retailer","General Applicant","34 Bridge St Northampton, MA 01060",""
"Adult-Use","Canna Provisions Inc","MR281778","Marijuana Retailer","General Applicant","380 Dwight Street Holyoke, MA 01040",""
"Adult-Use","Jushi MA, Inc.","MC281482","Marijuana Cultivator","Priority Review - MTC Priority","310 Kenneth Welch Drive Lakeville, MA 02347",""
"Adult-Use","Jushi MA, Inc.","MP281524","Marijuana Product Manufacturer","Priority Review - MTC Priority","310 Kenneth Welch Drive Lakeville, MA 02347",""
"Adult-Use","Jushi MA, Inc.","MR282118","Marijuana Retailer","Priority Review - MTC Priority","420 Middlesex Street Tyngsborough, MA 01879",""
"Adult-Use","Greener Leaf, Inc.","MR281790","Marijuana Retailer","General Applicant","95 Rhode Island Avenue Fall River, MA 02724",""
"Adult-Use","Cresco HHH, LLC","MC281478","Marijuana Cultivator","Priority Review - MTC Priority","1 West Street Fall River, MA 02720",""
"Adult-Use","Cresco HHH, LLC","MP281361","Marijuana Product Manufacturer","Priority Review - MTC Priority","1 West Street Fall River, MA 02720",""
"Adult-Use","Atlantic Medicinal Partners, Inc.","MR281657","Marijuana Retailer","Priority Review - MTC Priority","297 Highland Avenue Salem, MA 01970",""
"Adult-Use","Nova Farms, LLC","MC281841","Marijuana Cultivator","Priority Review - MTC Priority","136 Kellogg Road Sheffield, MA 01257",""
"Adult-Use","Power Fund Operations, LLC","MR281910","Marijuana Retailer","Priority Review - MTC Priority","5 South Main Street Orange, MA 01364",""
"Adult-Use","Jushi MA, Inc.","MR281553","Marijuana Retailer","Priority Review - MTC Priority","266 North Main Street Millbury, MA 01527",""
"Adult-Use","Native Sun Wellness INC","MR281800","Marijuana Retailer","General Applicant","37 Coolidge St. Hudson, MA 01749",""
"Adult-Use","140 Industrial Road, LLC","MP281433","Marijuana Product Manufacturer","General Applicant","140 Industrial Road Fitchburg, MA 01420",""
"Adult-Use","Eagle Eyes Transport Solutions, LLC","MT281320","Third Party Marijuana Transporter","General Applicant","5 Robert J Way Plymouth, MA 02360",""
"Adult-Use","Onyx Grow LLC","MC281343","Marijuana Cultivator","Priority Review - MTC Priority","89 October Hill Road Holliston, MA 01746",""
"Adult-Use","In Good Health Inc.","MR282468","Marijuana Retailer","Priority Review - MTC Priority","1200 West Chestnut Street Brockton, MA 02301",""
"Adult-Use","Bud's Goods & Provisions Corp.","MR282319","Marijuana Retailer","Priority Review - MTC Priority","62-68 W. Boylston St. Worcester, MA 01606",""
"Adult-Use","Bud's Goods & Provisions Corp.","MR281774","Marijuana Retailer","Priority Review - MTC Priority","330-350 Pleasant Street Watertown, MA 02472",""
"Adult-Use","Commcan, Inc.","MR282205","Marijuana Retailer","Priority Review - MTC Priority","1525 Main Street Millis, MA 02054",""
"Adult-Use","Nature Medicines, Inc","MR281701","Marijuana Retailer","Priority Review - MTC Priority","482 Globe Street Fall River, MA 02724",""
"Adult-Use","Nature Medicines, Inc","MR281709","Marijuana Retailer","Priority Review - MTC Priority","1045 Quaker Highway Uxbridge, MA 01569",""
"Adult-Use","Nature Medicines, Inc","MC281806","Marijuana Cultivator","Priority Review - MTC Priority","1045 Quaker Highway Uxbridge, MA 01569",""
"Adult-Use","SOLAR THERAPEUTICS","MR281817","Marijuana Retailer","General Applicant","1400 Brayton Point Road Somerset, MA 02725",""
"Adult-Use","Mayflower Medicinals, Inc.","MR281256","Marijuana Retailer","Priority Review - MTC Priority","645 Park Avenue Worcester, MA 01603",""
"Adult-Use","Green Analytics Massachusetts LLC","IL281277","Independent Testing Laboratory","General Applicant","40 Speen St Suite 301 Framingham, MA 01701",""
"Adult-Use","MassGrow, LLC","MP281460","Marijuana Product Manufacturer","General Applicant","134 Chestnut Hill Avenue Athol, MA 01331",""
"Adult-Use","MassGrow, LLC","MC281488","Marijuana Cultivator","General Applicant","134 Chestnut Hill Avenue Athol, MA 01331",""
"Adult-Use","Mission MA, Inc.","MR281259","Marijuana Retailer","Priority Review - MTC Priority","640 Lincoln Street Suite 200 Worcester, MA 01605",""
"Adult-Use","Insa, Inc.","MR281892","Marijuana Retailer","Priority Review - MTC Priority","462 Highland Ave Salem, MA 01970",""
"Adult-Use","Boston Bud Factory Inc.","MP281397","Marijuana Product Manufacturer","General Applicant","73 Sargeant St Holyoke, MA 01040",""
"Adult-Use","Boston Bud Factory Inc.","MR281525","Marijuana Retailer","General Applicant","73 Sargeant St Holyoke, MA 01040",""
"Adult-Use","LC Square, LLC.","MC281717","Marijuana Cultivator","General Applicant","173 Howland Avenue Adams, MA 01220",""
"Adult-Use","Theory Wellness Inc","MR281835","Marijuana Retailer","Priority Review - MTC Priority","672 Fuller Road Chicopee, MA 01020",""
"Adult-Use","Solar Therapeutics, Inc.","MP281464","Marijuana Product Manufacturer","General Applicant","1400 Brayton Point Road Somerset, MA 02725",""
"Adult-Use","Potency LLC","MR281594","Marijuana Retailer","General Applicant","1450 East Street - Suite 2 Pittsfield, MA 01201",""
"Adult-Use","Health Circle, Inc.","MC281787","Marijuana Cultivator","Priority Review - MTC Priority","21 Commerce Road Rockland, MA 02370",""
"Adult-Use","Health Circle, Inc.","MR281426","Marijuana Retailer","Priority Review - MTC Priority","21 Commerce Road Rockland, MA 02370",""
"Adult-Use","Mass Yield Cultivation LLC","MC281392","Marijuana Cultivator","General Applicant","8-10 COMMERICAL STREET Pittsfield, MA 01201",""
"Adult-Use","The Haven Center, Inc.","MR281258","Marijuana Retailer","Priority Review - MTC Priority","308-310 Commercial Street, Units A3, A4 and A5 Provincetown, MA 02657",""
"Adult-Use","The Haven Center, Inc.","MR282481","Marijuana Retailer","Priority Review - MTC Priority","4018 Main Street Brewster, MA 02631",""
"Adult-Use","Local Roots NE, Inc.","MR282131","Marijuana Retailer","Priority Review - MTC Priority","371 Lunenburg St. Fitchburg, MA 01420",""
"Adult-Use","Pure Oasis LLC","MR281352","Marijuana Retailer","Priority Review - Economic Empowerment Priority","430 Blue Hill Ave Boston, MA 02121",""
"Adult-Use","VanGarden Cannabis, LLC","MC281487","Marijuana Cultivator","General Applicant","88 Huntoon Memorial Highway Leicester, MA 01542",""
"Adult-Use","VanGarden Cannabis, LLC","MP281365","Marijuana Product Manufacturer","General Applicant","88 Huntoon Memorial Highway Leicester, MA 01542",""
"Adult-Use","Canna Provisions Inc","MC281970","Marijuana Cultivator","Priority Review - MTC Priority","1884 North Main Street 1884 North Main Street Sheffield, MA 01257",""
"Adult-Use","Bud's Goods & Service MA Corp.","MP281507","Marijuana Product Manufacturer","Priority Review - MTC Priority","475 Kenneth Welch Drive Lakeville, MA 02347",""
"Adult-Use","FFD Enterprises MA","MR281571","Marijuana Retailer","Priority Review - MTC Priority","116 Newburyport Turnpike Rowley, MA 01969",""
"Adult-Use","Nature Medicines, Inc","MR282482","Marijuana Retailer","Priority Review - MTC Priority","3119 Cranberry Highway Wareham, MA 02538",""
"Adult-Use","New England Cannabis Corporation, Inc.","MC281251","Marijuana Cultivator","Priority Review - MTC Priority","29 Everett Street Holliston, MA 01746",""
"Adult-Use","New England Cannabis Corporation, Inc.","MP281466","Marijuana Product Manufacturer","Priority Review - MTC Priority","29 Everett Street Holliston, MA 01746",""
"Adult-Use","BERKSHIRE ROOTS INC.","MR281845","Marijuana Retailer","Priority Review - MTC Priority","253 Meridian Street Boston, MA 02128",""
"Adult-Use","Curaleaf Massachusetts Inc","MR282052","Marijuana Retailer","Priority Review - MTC Priority","170 Commercial Street Provincetown, MA 02657",""
"Adult-Use","Curaleaf Massachusetts Inc","MR282183","Marijuana Retailer","Priority Review - MTC Priority","124 West Street Unit D Ware, MA 01082",""
"Adult-Use","HVV Massachusetts, Inc.","MC282121","Marijuana Cultivator","Priority Review - MTC Priority","39 Great Republic Drive Gloucester, MA 01930",""
"Adult-Use","HVV Massachusetts, Inc","MP281657","Marijuana Product Manufacturer","Priority Review - MTC Priority","38 Great Republic Drive Gloucester, MA 01930",""
"Adult-Use","HVV Massachusetts, Inc.","MR282578","Marijuana Retailer","Priority Review - MTC Priority","38 Great Republic Drive Gloucester, MA 01930",""
"Adult-Use","The Heirloom Collective, Inc.","MP281407","Marijuana Product Manufacturer","Priority Review - MTC Priority","87 Northfield Road Bernardston, MA 01337",""
"Adult-Use","The Heirloom Collective, Inc.","MC281438","Marijuana Cultivator","Priority Review - MTC Priority","87 Northfield Road Bernardston, MA 01337",""
"Adult-Use","Good Chemistry of Massachusetts, Inc.","MR282554","Marijuana Retailer","Priority Review - MTC Priority","696 Western Avenue Lynn, MA 01902",""
"Adult-Use","TDMA LLC","MR282376","Marijuana Retailer","Priority Review - MTC Priority","74 Grafton Street Worcester, MA 01604",""
"Adult-Use","Liberty Market","MR281804","Marijuana Retailer","General Applicant","35 N. Main Street Lanesborough, MA 01237",""
"Adult-Use","Four Daughters Compassionate Care, Inc.","MC282243","Marijuana Cultivator","Priority Review - MTC Priority","1200 General Edwards Highway Sharon, MA 02067",""
"Adult-Use","Four Daughters Compassionate Care, Inc.","MP281715","Marijuana Product Manufacturer","Priority Review - MTC Priority","1200 General Edwards Highway Sharon, MA 02067",""
"Adult-Use","Four Daughters Compassionate Care, Inc.","MR281552","Marijuana Retailer","Priority Review - MTC Priority","2 Merchant Street Unit 1 Sharon, MA 02067",""
"Adult-Use","Haverhill Stem LLC","MR281327","Marijuana Retailer","Priority Review - Economic Empowerment Priority","124 Washington Street Haverhill, MA 01832",""
"Adult-Use","Apical, Inc.","MR281246","Marijuana Retailer","Priority Review - MTC Priority","102 Northampton Street Easthampton, MA 01027",""
"Adult-Use","RISE Holdings, Inc.","MR282034","Marijuana Retailer","General Applicant","200 Beacham Street Chelsea, MA 02150",""
"Adult-Use","GreenStar Herbals, Inc.","MR282048","Marijuana Retailer","General Applicant","76-100 Pleasant Street Dracut, MA 01826",""
"Adult-Use","140 Industrial Road, LLC","MC281599","Marijuana Cultivator","General Applicant","140 Industrial Road Fitchburg, MA 01420",""
"Adult-Use","JOLO CAN LLC","MR281308","Marijuana Retailer","General Applicant","80 Eastern Avenue Chelsea, MA 02150",""
"Adult-Use","Cannabis Connection, Inc","MR281362","Marijuana Retailer","General Applicant","40 Westfield Industrial Park Westfield, MA 01085",""
"Adult-Use","Ascend Mass, LLC","MR282077","Marijuana Retailer","General Applicant","268-274 Friend Street Boston, MA 02114",""
"Adult-Use","Bask, Inc.","MR282284","Marijuana Retailer","Priority Review - MTC Priority","2 Pequod Road Fairhaven, MA 02719",""
"Adult-Use","Bask, Inc.","MR282819","Marijuana Retailer","Priority Review - MTC Priority","400 Winthrop Street Taunton, MA 02780",""
"Adult-Use","Community Growth Partners Great Barrington Operations LLC","MR282695","Marijuana Retailer","Priority Review - Economic Empowerment Priority","783 South Main Street Great Barrington, MA 01230",""
"Adult-Use","PharmaCannis Massachusetts, Inc.","MR282298","Marijuana Retailer","Priority Review - MTC Priority","939 Boston Turnpike Shrewsbury, MA 01545",""
"Adult-Use","Temescal Wellness of Massachusetts, LLC","MR282033","Marijuana Retailer","Priority Review - MTC Priority","665 Cochituate Road Suite 1B Framingham, MA 01701",""
"Adult-Use","Caregiver-Patient Connection LLC","MC282237","Marijuana Cultivator","Priority Review - MTC Priority","295 Vernon Ave Barre, MA 01005",""
"Adult-Use","Four Daughters Compassionate Care, Inc.","MR282232","Marijuana Retailer","Priority Review - MTC Priority","11 Richards Road Plymouth, MA 02360",""
"Adult-Use","Herbal Pathways","MR282037","Marijuana Retailer","General Applicant","1317 East Street Pittsfield, MA 01201",""
"Adult-Use","Garden Remedies, Inc.","MR282471","Marijuana Retailer","Priority Review - MTC Priority","732 Newburyport Turnpike Melrose, MA 02176",""
"Adult-Use","Berkshire Welco, LLC","MR281967","Marijuana Retailer","General Applicant","1375 Main St. Sheffield, MA 01257",""
"Adult-Use","Berkshire Welco, LLC","MP281505","Marijuana Product Manufacturer","General Applicant","1375 Main St. Sheffield, MA 01257",""
"Adult-Use","Berkshire Welco, LLC","MC281949","Marijuana Cultivator","General Applicant","89-93 Ashley Falls Road Sheffield, MA 01257",""
"Adult-Use","Wiseacre Farm Inc.","MC281406","Marijuana Cultivator","Expedited Review - License Type","42 Baker Street West Stockbridge, MA 01266",""
"Adult-Use","The Headyco LLC","MC281292","Marijuana Cultivator","General Applicant","4 Lachance St Gardner, MA 01440",""
"Adult-Use","D2N2,LLC","MR281517","Marijuana Retailer","Expedited Review - DBE Status","307 Main Street Great Barrington, MA 01230",""
"Adult-Use","Wellman Farm, Inc.","MC281310","Marijuana Cultivator","Expedited Review - DBE Status","26 Wellman Street Lowell, MA 02851",""
"Adult-Use","Legacy Cultivators LLC","MC281283","Marijuana Cultivator","General Applicant","60 Franklin St Winchendon, MA 01475",""
"Adult-Use","Mass Alternative Care, Inc.","MR282062","Marijuana Retailer","Priority Review - MTC Priority","55 University Drive Amherst, MA 01002",""
"Adult-Use","Cultivate Leicester, Inc.","MR282522","Marijuana Retailer","Priority Review - MTC Priority","250 Worcester Road Framingham, MA 01702",""
"Adult-Use","Enlite Cannabis Dispensary, LLC","MR281867","Marijuana Retailer","General Applicant","371-391 Damon Road Northampton, MA 01060",""
"Adult-Use","Bountiful Farms, Inc.","MR282588","Marijuana Retailer","Priority Review - MTC Priority","300 Newburyport Turnpike Unit 1 Rowley, MA 01969",""
"Adult-Use","New Dia, LLC","MR281269","Marijuana Retailer","Priority Review - Economic Empowerment Priority","118 Cambridge Street Worcester, MA 01603",""
"Adult-Use","Apothca, Inc.","MR282730","Marijuana Retailer","Priority Review - MTC Priority","1386 Massachusetts Ave Arlington, MA 02476",""
"Adult-Use","Caregiver-Patient Connection LLC","MC282206","Marijuana Cultivator","Priority Review - MTC Priority","61C Tripp St Framingham, MA 01701",""
"Adult-Use","LDE Holdings, LLC.","MP281436","Marijuana Product Manufacturer","General Applicant","6 Thather Ln Wareham, MA 02571",""
"Adult-Use","GreenStar Herbals, Inc.","MR282207","Marijuana Retailer","General Applicant","22-24 Main Street Maynard, MA 01754",""
"Adult-Use","Pharmacannis Massachusetts, Inc.","MC282047","Marijuana Cultivator","Priority Review - MTC Priority","465 Hoppingbrook Rd Holliston, MA 01746",""
"Adult-Use","M3 Ventures, Inc.","MR282350","Marijuana Retailer","Priority Review - MTC Priority","29 Echo Road Mashpee, MA 02649",""
"Adult-Use","Western Front, LLC","MR281907","Marijuana Retailer","Priority Review - Economic Empowerment Priority","121 Webster Ave Chelsea, MA 02150",""
"Adult-Use","Resinate, Inc.","MR281249","Marijuana Retailer","Priority Review - MTC Priority","1191 Millbury Street Worcester, MA 01607",""
"Adult-Use","Resinate, Inc.","MR282398","Marijuana Retailer","Priority Review - MTC Priority","110 Pleasant Street Northampton, MA 01060",""
"Adult-Use","Resinate, Inc.","MC281259","Marijuana Cultivator","Priority Review - MTC Priority","120 Gilboa Street Douglas, MA 01516",""
"Adult-Use","The Heirloom Collective, Inc.","MR283029","Marijuana Retailer","Priority Review - MTC Priority","457 Russell Street Hadley, MA 01035",""
"Adult-Use","Platinum HydroLab, Inc.","MC281510","Marijuana Cultivator","General Applicant","740 Dutton Street Lowell, MA 01854",""
"Adult-Use","Platinum HydroLab, Inc","MP281540","Marijuana Product Manufacturer","General Applicant","740 Dutton Street Lowell, MA 01854",""
