License_Number,Facility_Name,DBA,Facility_Type,Street,City,ZIP_Code,Expiration_Date,Date_Updated,Category,Sheet
402-00281,RME GROUP LLC,AFFINITY,Medical Marijuana Store,7739 East Colfax Avenue,Denver,80220,8/29/2026,2026-04-02 00:00:00,Stores,Medical
402-01211,ROCKY FARMS LLC,ROCKY FARMS,Medical Marijuana Store,1709 Swink Avenue,Rocky Ford,81067,10/25/2026,2026-04-02 00:00:00,Stores,Medical
402-01726,ROCKY FORD STATION LLC,THE STATION,Medical Marijuana Store,1701 Elm Avenue,Rocky Ford,81067,6/10/2027,2026-04-02 00:00:00,Stores,Medical
402-00667,ROCKY MOUNTAIN MEDICAL LLC,,Medical Marijuana Store,616 Arrawanna Street,Colorado Springs,80909,9/14/2026,2026-04-02 00:00:00,Stores,Medical
402-00566,SHERIDAN BOULEVARD RETAIL LLC,,Medical Marijuana Store,734 North Sheridan Boulevard,Denver,80214,1/19/2027,2026-04-02 00:00:00,Stores,Medical
402-00798,SILVERPEAK CORP,SILVERPEAK,Medical Marijuana Store,"520 East Cooper Avenue, Units LL2 & LL3,",Aspen,81611,4/5/2027,2026-04-02 00:00:00,Stores,Medical
402-00406,SISTEM COS1 LLC,SILVER STEM FINE CANNABIS,Medical Marijuana Store,5156 Centennial Boulevard,Colorado Springs,80918,8/15/2027,2026-04-02 00:00:00,Stores,Medical
402-00058,SISTEM COS2 LLC,SILVER STEM FINE CANNABIS,Medical Marijuana Store,"410 South 8th Street, Unit B",Colorado Springs,80905,5/2/2027,2026-04-02 00:00:00,Stores,Medical
402-01089,SL CHEROKEE LLC,SNAXLAND,Medical Marijuana Store,1155 South Cherokee Street,Denver,80223,6/13/2027,2026-04-02 00:00:00,Stores,Medical
402-00864,SL JET WING LLC,SNAXLAND,Medical Marijuana Store,1675 Jet Wing Drive,Colorado Springs,80916,9/9/2026,2026-04-02 00:00:00,Stores,Medical
402-01077,SL SHERIDAN LLC,"LEVELS IV, INC.",Medical Marijuana Store,5201 West 48th Avenue,Denver,80212,6/13/2027,2026-04-02 00:00:00,Stores,Medical
402-00842,SOLACE MEDS LLC,,Medical Marijuana Store,"301 Smokey Street, Unit A",Fort Collins,80525,7/3/2027,2026-04-02 00:00:00,Stores,Medical
402-00958,SOLACE MEDS MASON LLC,,Medical Marijuana Store,3516 South Mason Street,Fort Collins,80525,10/27/2026,2026-04-02 00:00:00,Stores,Medical
402-00386,SOLACE MEDS OF WHEAT RIDGE LLC,,Medical Marijuana Store,4845 Van Gordon Street,Wheat Ridge,80033,12/14/2026,2026-04-02 00:00:00,Stores,Medical
402-00664,SOUTHWEST ALTERNATIVE CARE LLC,KAYA,Medical Marijuana Store,3900 West Colfax Avenue,Denver,80204,5/6/2027,2026-04-02 00:00:00,Stores,Medical
402-00090,SPARK CO LLC,SPARK CO,Medical Marijuana Store,5024 North Academy Boulevard,Colorado Springs,80918,7/6/2027,2026-04-02 00:00:00,Stores,Medical
402-00429,SPARK VENTURES INC,SPARK DISPENSARY,Medical Marijuana Store,4799 North Colorado Boulevard,Denver,80216,7/5/2027,2026-04-02 00:00:00,Stores,Medical
402-00959,SPFF COLO LLC,COS CONFIDENTIAL,Medical Marijuana Store,3044 West Colorado Avenue,Colorado Springs,80904,8/25/2027,2026-04-02 00:00:00,Stores,Medical
402-00923,ST MANHATTAN LLC,TERRAPIN CARE STATION,Medical Marijuana Store,"5370 Manhattan Circle, Suite 104",Boulder,80303,10/11/2026,2026-04-02 00:00:00,Stores,Medical
402-00830,STONE T.M.C. LLC,THE STONE,Medical Marijuana Store,4842 Morrison Road Unit 420,Denver,80219,8/8/2027,2026-04-02 00:00:00,Stores,Medical
402-01130,STONEY HARRIS LLC,KIKA KUSH,Medical Marijuana Store,3840 North Nevada Avenue,Colorado Springs,80907,11/24/2026,2026-04-02 00:00:00,Stores,Medical
402-00439,STONEY HARRIS LLC,KIKA KUSH,Medical Marijuana Store,555 North Circle Drive,Colorado Springs,80909,12/18/2026,2026-04-02 00:00:00,Stores,Medical
402-00576,SUNRISE SOLUTIONS,,Medical Marijuana Store,43 Main Street,Bailey,80421,4/26/2027,2026-04-02 00:00:00,Stores,Medical
402-00614,SWEET LEAF PIONEER LLC,,Medical Marijuana Store,825A Chambers Avenue,Eagle,81631,9/7/2026,2026-04-02 00:00:00,Stores,Medical
402-01167,TEN SIX OF COLORADO LLC,LUCKY CAT CANNABIS CO.,Medical Marijuana Store,"1428 North Circle Drive, Unit 2",Colorado Springs,80909,4/28/2027,2026-04-02 00:00:00,Stores,Medical
402-00428,THE 64 STORE LLC,THE 64 STORE,Medical Marijuana Store,502 West Colorado Avenue,Colorado Springs,80905,7/5/2027,2026-04-02 00:00:00,Stores,Medical
402-01120,THE 720 DISPENSARY LLC,THE 720 DISPENSARY,Medical Marijuana Store,2949 West Alameda Avenue,Denver,80219,10/30/2026,2026-04-02 00:00:00,Stores,Medical
402-00194,THE DANDELION LLC,THE DANDELION,Medical Marijuana Store,1146 Pearl Street,Boulder,80302,11/15/2026,2026-04-02 00:00:00,Stores,Medical
402-00880,THE EPIC REMEDY LLC,THE ER,Medical Marijuana Store,1602 West Colorado Avenue,Colorado Springs,80904,10/24/2026,2026-04-02 00:00:00,Stores,Medical
402-01111,THE EPIC REMEDY LLC,THE ER,Medical Marijuana Store,2712 East Fountain Boulevard,Colorado Springs,80910,10/2/2026,2026-04-02 00:00:00,Stores,Medical
402-00918,THE EPIC REMEDY LLC,THE ER,Medical Marijuana Store,4335 East Platte Avenue,Colorado Springs,80915,6/11/2027,2026-04-02 00:00:00,Stores,Medical
402-00383,THE EPIC REMEDY LLC,THE ER,Medical Marijuana Store,3636 Jeannine Drive,Colorado Springs,80917,6/6/2027,2026-04-02 00:00:00,Stores,Medical
402-01092,THE EPIC REMEDY LLC,THE ER,Medical Marijuana Store,3995 North Academy Boulevard,Colorado Springs,80917,6/20/2027,2026-04-02 00:00:00,Stores,Medical
402-00193,THE GIVING TREE OF DENVER LLC,,Medical Marijuana Store,2707 West 38th Avenue,Denver,80211,12/7/2027,2026-04-02 00:00:00,Stores,Medical
402-00839,THE GREEN SOLUTION LLC,,Medical Marijuana Store,810 North College Avenue,Fort Collins,80524,6/26/2027,2026-04-02 00:00:00,Stores,Medical
402-00103,THE HEALING CANNA LLC,,Medical Marijuana Store,22 South Chestnut Street,Colorado Springs,80905,8/8/2027,2026-04-02 00:00:00,Stores,Medical
402-00584,THE HEALING CANNA LLC,HEALING CANNA,Medical Marijuana Store,3692 East Bijou Street,Colorado Springs,80909,5/2/2027,2026-04-02 00:00:00,Stores,Medical
402-00744,THE HERB SHOPPE LLC,THE HERB SHOPPE,Medical Marijuana Store,"3020 West Colorado Avenue, Suite D",Colorado Springs,80904,8/10/2026,2026-04-02 00:00:00,Stores,Medical
402-00507,THE HERBAL CURE LLC,,Medical Marijuana Store,985 South Logan Street,Denver,80209,4/9/2027,2026-04-02 00:00:00,Stores,Medical
402-01525,THE SPACE STATION LLC,THE SPACE STATION,Medical Marijuana Store,206 South Main Street,Longmont,80501,3/13/2027,2026-04-02 00:00:00,Stores,Medical
402-01158,THREE RIVERS DEVELOPMENT LLC,THREE RIVERS DISPENSARY,Medical Marijuana Store,"135 South Broadway, Unit C,",Denver,80209,3/4/2027,2026-04-02 00:00:00,Stores,Medical
402-01005,THREE RIVERS DEVELOPMENT LLC,THREE RIVERS DISPENSARY,Medical Marijuana Store,1714 Santa Fe Drive,Pueblo,81006,12/31/2026,2026-04-02 00:00:00,Stores,Medical
402-01154,TOTAL GREEN LLC,TOTAL GREEN,Medical Marijuana Store,1105 South Chelton Road,Colorado Springs,80910,3/2/2027,2026-04-02 00:00:00,Stores,Medical
402-00232,TRICHOME HEALTH CONSULTANTS INC,TRICHOME HEALTH CONSULTANTS,Medical Marijuana Store,2117 West Colorado Avenue,Colorado Springs,80904,4/9/2027,2026-04-02 00:00:00,Stores,Medical
402-00992,TRINIDADS HIGHER CALLING U LLC,,Medical Marijuana Store,1000 Independence Road,Trinidad,81082,11/5/2026,2026-04-02 00:00:00,Stores,Medical
402-01066,TROY ENTERPRISES LLC,ELEVATIONS,Medical Marijuana Store,8270 Razorback Road,Colorado Springs,80920,5/24/2027,2026-04-02 00:00:00,Stores,Medical
402-00080,TUMBLEWEED STEAMBOAT LLC,RK ENTERPRISES,Medical Marijuana Store,2093 Curve Plaza Unit C-103,Steamboat Springs,80487,10/30/2026,2026-04-02 00:00:00,Stores,Medical
402-00840,VERTS LLC,VERTS NEIGHBORHOOD DISPENSARY,Medical Marijuana Store,"1240 West Elizabeth Street, Unit A, B, C, and D,",Fort Collins,80521,6/26/2027,2026-04-02 00:00:00,Stores,Medical
402-00170,VIREO HEALTH OF DENVER METRO LLC,STAR BUDS,Medical Marijuana Store,1640 East Evans Avenue,Denver,80210,11/18/2026,2026-04-02 00:00:00,Stores,Medical
402-00729,VIREO HEALTH OF DENVER METRO LLC,STANDING AKIMBO,Medical Marijuana Store,3801 North Jason Street,Denver,80211,9/13/2027,2026-04-02 00:00:00,Stores,Medical
402-01310,VIREO HEALTH OF DENVER METRO LLC,STAR BUDS,Medical Marijuana Store,5238 West 44th Avenue,Mountain View,80212,4/22/2027,2026-04-02 00:00:00,Stores,Medical
402-01319,VIREO HEALTH OF FOOTHILLS LLC,STAR BUDS,Medical Marijuana Store,27 Manitou Avenue,Manitou Springs,80829,11/12/2026,2026-04-02 00:00:00,Stores,Medical
402-01723,VIREO HEALTH OF NOCO LLC,STAR BUDS,Medical Marijuana Store,560 North 7th Avenue,Brighton,80601,2/18/2027,2026-04-02 00:00:00,Stores,Medical
402-00858,VIREO HEALTH OF NOCO LLC,STAR BUDS,Medical Marijuana Store,"5740 South College Avenue, Unit A",Fort Collins,80525,8/5/2027,2026-04-02 00:00:00,Stores,Medical
402-00419,VIREO HEALTH OF NOCO LLC,STAR BUDS,Medical Marijuana Store,2502 8th Avenue,Garden City,80631,8/30/2027,2026-04-02 00:00:00,Stores,Medical
402-01157,VIREO HEALTH OF SOCO LLC,STAR BUDS,Medical Marijuana Store,510 East Pikes Peak Avenue,Colorado Springs,80903,3/4/2027,2026-04-02 00:00:00,Stores,Medical
402-00209,VIREO HEALTH OF SOCO LLC,STAR BUDS,Medical Marijuana Store,265 South Wadsworth Boulevard,Lakewood,80226,6/18/2027,2026-04-02 00:00:00,Stores,Medical
402-00956,WELLNESS CENTER OF THE ROCKIES INC,THE CENTER,Medical Marijuana Store,600 South Broadway,Denver,80209,9/21/2027,2026-04-02 00:00:00,Stores,Medical
402-00789,WELLNESS CENTERS OF COLORADO LLC,FLAVORS,Medical Marijuana Store,"2755 Ore Mill Road, Unit 13",Colorado Springs,80904,10/11/2026,2026-04-02 00:00:00,Stores,Medical
402-00581,WELLNESS CENTERS OF COLORADO LLC,FRONT RANGE CANNABIS,Medical Marijuana Store,1330 West Garden of the Gods Road,Colorado Springs,80907,3/11/2027,2026-04-02 00:00:00,Stores,Medical
402-00513,WELLNESS CENTERS OF COLORADO LLC,EMJ'S,Medical Marijuana Store,2918-2920 Wood Avenue,Colorado Springs,80907,11/27/2026,2026-04-02 00:00:00,Stores,Medical
402-01044,WELLNESS CENTERS OF COLORADO LLC,ZIPZ,Medical Marijuana Store,403 North Circle Drive,Colorado Springs,80909,5/21/2027,2026-04-02 00:00:00,Stores,Medical
402-01721,WESTERN CONSOLIDATED LLC,GALAXY GREENS,Medical Marijuana Store,"125 West Bridge Street, Unit D",Brighton,80601,9/13/2027,2026-04-02 00:00:00,Stores,Medical
402-00237,WESTSIDE WELLNESS CENTER LLC,MAGGIE'S FARM,Medical Marijuana Store,818 East Fillmore Street,Colorado Springs,80907,4/27/2027,2026-04-02 00:00:00,Stores,Medical
402-01166,YUMA WAY LLC,CHERRY PEAK,Medical Marijuana Store,4601 East Mississippi Avenue,Glendale,80246,3/28/2027,2026-04-02 00:00:00,Stores,Medical
402-01278,YUMA WAY LLC,TWIN PEAKS DISPENSARY,Medical Marijuana Store,"900 South Hover Street, Unit A",Longmont,80501,2/5/2027,2026-04-02 00:00:00,Stores,Medical
402R-00581,1-11 LLC,1:11,Retail Marijuana Store,17034 Highway 17,Moffat,81143,7/7/2027,2026-04-02 00:00:00,Stores,Retail
402R-01100,1022 S ROYER LLC,HIGHTOPS,Retail Marijuana Store,1022 South Royer Street,Colorado Springs,80903,4/11/2027,2026-04-02 00:00:00,Stores,Retail
402R-01041,1310 FACTORY CIRCLE LLC,NATURE'S HERBS & WELLNESS CENTER OF FORT LUPTON,Retail Marijuana Store,1310 Factory Circle Unit A,Fort Lupton,80621,3/11/2027,2026-04-02 00:00:00,Stores,Retail
402R-01099,2306 N POWERS LLC,HIGHTOPS,Retail Marijuana Store,2306 North Powers Frontage Road Suite 100,Colorado Springs,80915,4/11/2027,2026-04-02 00:00:00,Stores,Retail
402R-00698,417 COMMERCIAL LLC,THE BUZZ,Retail Marijuana Store,409 North Commercial Street,Trinidad,81082,9/6/2027,2026-04-02 00:00:00,Stores,Retail
402R-00438,505 CENTER LLC,PURE MARIJUANA DISPENSARY,Retail Marijuana Store,505 West 40th Avenue,Denver,80216,4/2/2027,2026-04-02 00:00:00,Stores,Retail
402R-01024,5403 QUEBEC ST LLC,,Retail Marijuana Store,5403 Quebec Street,Commerce City,80022,9/11/2027,2026-04-02 00:00:00,Stores,Retail
402R-00861,543 BRYANT STREET LLC,SNAXLAND,Retail Marijuana Store,543 Bryant Street,Denver,80204,3/30/2027,2026-04-02 00:00:00,Stores,Retail
402R-00417,920104 LLC,CALLIES,Retail Marijuana Store,920 West 104th Avenue,Northglenn,80234,3/16/2027,2026-04-02 00:00:00,Stores,Retail
402R-00935,A & M LLC,BORDER BUDS,Retail Marijuana Store,1929 Highway 550,Durango,81303,9/7/2027,2026-04-02 00:00:00,Stores,Retail
402R-00482,ACADEMY OF THE HEALING ARTS LLC,HIGH VALLEY ANTONITO RETAIL CANNABIS,Retail Marijuana Store,307 Main Street,Antonito,81120,7/8/2026,2026-04-02 00:00:00,Stores,Retail
402R-00502,ACES PLACE LLC,,Retail Marijuana Store,"1101 Academy Court, Unit 4",Fort Collins,80524,9/23/2027,2026-04-02 00:00:00,Stores,Retail
402R-01105,ADVANCED BTP LLC,KIND-MEDS,Retail Marijuana Store,1001 South Royer Street,Colorado Springs,80903,4/14/2027,2026-04-02 00:00:00,Stores,Retail
402R-01093,AF INC,,Retail Marijuana Store,3049 Delta Drive,Colorado Springs,80112,4/7/2027,2026-04-02 00:00:00,Stores,Retail
402R-01094,AF INC,,Retail Marijuana Store,414 West Garden of the Gods Road,Colorado Springs,80918,4/7/2027,2026-04-02 00:00:00,Stores,Retail
402R-00048,AF INC,APOTHECARY FARMS,Retail Marijuana Store,2251 South Broadway,Denver,80210,1/1/2027,2026-04-02 00:00:00,Stores,Retail
402R-00884,AF INC,APOTHECARY FARMS,Retail Marijuana Store,468 South Federal Boulevard,Denver,80219,11/2/2026,2026-04-02 00:00:00,Stores,Retail
402R-00382,AF INC,APOTHECARY FARMS,Retail Marijuana Store,1917 Santa Fe Drive,Pueblo,81006,12/22/2026,2026-04-02 00:00:00,Stores,Retail
402R-00196,AF INC,,Retail Marijuana Store,922 East Hailey Lane Unit B,Pueblo West,81007,3/11/2027,2026-04-02 00:00:00,Stores,Retail
402R-00606,AHAB LLC,STRAWBERRY FIELDS,Retail Marijuana Store,116 Santa Fe Trail Drive,Trinidad,81082,10/5/2027,2026-04-02 00:00:00,Stores,Retail
402R-00069,ALL PRO ALAMEDA LLC,ROCKY MOUNTAIN HIGH,Retail Marijuana Store,1233 West Alameda Avenue,Denver,80223,1/1/2027,2026-04-02 00:00:00,Stores,Retail
402R-00445,ALLGREENS LLC,,Retail Marijuana Store,2291 South Kalamath Street,Denver,80223,4/16/2027,2026-04-02 00:00:00,Stores,Retail
402R-00949,ALPACA 51 LLC,POTCO,Retail Marijuana Store,11101 East 51st Avenue,Denver,80239,12/23/2026,2026-04-02 00:00:00,Stores,Retail
402R-01134,ALPINE ALCHEMY LLC,,Retail Marijuana Store,1198 North Main Unit A,Gunnison,81230,8/12/2027,2026-04-02 00:00:00,Stores,Retail
402R-00989,ALPINE ESSENTIALS LLC,ALPINE ESSENTIALS,Retail Marijuana Store,850 A & B Commercial Lane,Palmer Lake,80133,1/23/2027,2026-04-02 00:00:00,Stores,Retail
402R-00188,ALPINE RAVEN INC,MAIKOH HOLISTICS,Retail Marijuana Store,"2750 Glenwood Drive, Suite 8",Boulder,80304,8/20/2027,2026-04-02 00:00:00,Stores,Retail
402R-00905,ALPINE WELLNESS LLC,ALPINE WELLNESS,Retail Marijuana Store,1630 Grand Avenue,Norwood,81423,4/5/2027,2026-04-02 00:00:00,Stores,Retail
402R-00091,ALPINE WELLNESS LLC,ALPINE WELLNESS,Retail Marijuana Store,"300 West Colorado Avenue, Unit 2C, Suites B-H",Telluride,81435,1/1/2027,2026-04-02 00:00:00,Stores,Retail
402R-00151,ALTERNATIVE HOLISTIC HEALING LLC,ROCKY MOUNTAIN ORGANICS,Retail Marijuana Store,"5312 Highway 119, Unit B",Black Hawk,80422,1/2/2027,2026-04-02 00:00:00,Stores,Retail
402R-00450,ALTERNATIVE HOLISTIC HEALING LLC,ROCKY MOUNTAIN ORGANICS,Retail Marijuana Store,161 Gregory Street,Central City,80427,4/27/2027,2026-04-02 00:00:00,Stores,Retail
402R-00013,ALTERNATIVE MEDICINE ON CAPITOL HILL LLC,,Retail Marijuana Store,1301 North Marion Street,Denver,80218,1/1/2027,2026-04-02 00:00:00,Stores,Retail
402R-00027,ALTERNATIVE MEDICINE ON THE MALL LLC,NATIVE ROOTS SPEER,Retail Marijuana Store,500 North Grant Street,Denver,80203,1/1/2027,2026-04-02 00:00:00,Stores,Retail
402R-00340,ALTHEA'S HOUSE INC,MAIKOH HOLISTICS - DENVER,Retail Marijuana Store,260 North Broadway,Denver,80203,10/3/2027,2026-04-02 00:00:00,Stores,Retail
402R-00261,ANIMAS HERBAL WELLNESS CENTER INC,PROHIBITION HERB,Retail Marijuana Store,1185 Camino Del Rio,Durango,81301,9/2/2026,2026-04-02 00:00:00,Stores,Retail
402R-00914,ASCEND II LLC,ASCEND CANNABIS CO.,Retail Marijuana Store,204 East Main Street,Buena Vista,81211,5/24/2027,2026-04-02 00:00:00,Stores,Retail
402R-00040,ASCEND II LLC,ASCEND CANNABIS CO,Retail Marijuana Store,3555 South Yosemite Street,Denver,80237,1/1/2027,2026-04-02 00:00:00,Stores,Retail
402R-00897,ASCEND LITTLETON LLC,ASCEND CANNABIS CO.,Retail Marijuana Store,5231 South Santa Fe Drive,Littleton,80120,2/19/2027,2026-04-02 00:00:00,Stores,Retail
402R-01138,ASGR LLC,,Retail Marijuana Store,890 Dublin Boulevard Suite C,Colorado Springs,80918,9/3/2027,2026-04-02 00:00:00,Stores,Retail
402R-00752,ASPEN GREEN JOINT LLC,THE GREEN JOINT,Retail Marijuana Store,"720 East Durant Avenue, Unit E-3",Aspen,81611,5/22/2027,2026-04-02 00:00:00,Stores,Retail
402R-00415,B WELL LLC,BOULDER BUILT,Retail Marijuana Store,"5420 Arapahoe Avenue, Suite E",Boulder,80303,3/5/2027,2026-04-02 00:00:00,Stores,Retail
402R-00976,BAXTER SPRINGS DISPENSARY LLC,,Retail Marijuana Store,701 East Brontosaurus Boulevard,Dinosaur,81610,8/1/2027,2026-04-02 00:00:00,Stores,Retail
402R-01061,BB1563 LLC,THE FIREPLACE,Retail Marijuana Store,1563 East Bridge Street Unit B,Brighton,80601,12/9/2026,2026-04-02 00:00:00,Stores,Retail
402R-00358,BBM ENTERPRISES LLC,THE BUD DEPOT,Retail Marijuana Store,"138 Main Street, Unit 6A",Lyons,80540,11/7/2026,2026-04-02 00:00:00,Stores,Retail
402R-00217,BEDDOR CLAUDE LLC,CHRONIC THERAPY,Retail Marijuana Store,10030 West 27th Avenue,Wheat Ridge,80215,8/6/2027,2026-04-02 00:00:00,Stores,Retail
402R-00963,BEST INVEST LLC,BEST HIGH,Retail Marijuana Store,2005 Bryant Street,Denver,80211,4/18/2027,2026-04-02 00:00:00,Stores,Retail
402R-00957,BEST INVEST LLC,BEST HIGH,Retail Marijuana Store,1518 North Quince Street,Denver,80220,3/14/2027,2026-04-02 00:00:00,Stores,Retail
402R-00848,BETTER GREEN LLC,,Retail Marijuana Store,514 Bent Avenue,Las Animas,81054,12/2/2026,2026-04-02 00:00:00,Stores,Retail
402R-00166,BEYOND BROADWAY LLC,LIVWELL,Retail Marijuana Store,432 South Broadway,Denver,80209,1/27/2027,2026-04-02 00:00:00,Stores,Retail
402R-00809,BGOOD VENTURES LLC,,Retail Marijuana Store,"11 West Hampden Avenue, Suite 102",Englewood,80110,3/12/2027,2026-04-02 00:00:00,Stores,Retail
402R-00588,BIG RIVER BEND LLC,THE TRUST CANNABIS COMPANY,Retail Marijuana Store,"1537 Pearl Street, Suite B",Boulder,80302,8/16/2027,2026-04-02 00:00:00,Stores,Retail
402R-01124,BIOMEDS OF COLORADO LLC,BIOMEDS,Retail Marijuana Store,2301 Rand Avenue,Colorado Springs,80905,6/2/2027,2026-04-02 00:00:00,Stores,Retail
402R-00418,BK HOLDINGS LLC,THE HERBAL CENTER,Retail Marijuana Store,12005 East 37th Avenue,Denver,80239,3/2/2027,2026-04-02 00:00:00,Stores,Retail
402R-01132,BLAZE DISPENSARY RETAIL LLC,,Retail Marijuana Store,120 South Kalamath Street,Denver,80223,7/25/2027,2026-04-02 00:00:00,Stores,Retail
402R-00846,BLAZIN OG LLC,,Retail Marijuana Store,4995 North Lima Street,Denver,80239,11/4/2026,2026-04-02 00:00:00,Stores,Retail
402R-00096,BLUE BRONCO LLC,COOKIES BROADWAY,Retail Marijuana Store,2057 South Broadway,Denver,80210,1/1/2027,2026-04-02 00:00:00,Stores,Retail
402R-01142,BOBBY BROWN BEST BUDS LLC,,Retail Marijuana Store,1131 West Colorado Avenue,Colorado Springs,80904,10/10/2027,2026-04-02 00:00:00,Stores,Retail
402R-00173,BOULDER RX LLC,NATIVE ROOTS BOULDER,Retail Marijuana Store,1146 Pearl Street,Boulder,80302,2/20/2027,2026-04-02 00:00:00,Stores,Retail
402R-00759,BOULDER SNAX INC,SNAXLAND,Retail Marijuana Store,"7464 Arapahoe Avenue, Unit A9",Boulder,80303,6/15/2027,2026-04-02 00:00:00,Stores,Retail
402R-00074,BRECKENRIDGE INVESTMENTS LLC,THE DISPENSARY,Retail Marijuana Store,"1805 Airport Road, Units B2 & B3",Breckenridge,80424,1/1/2027,2026-04-02 00:00:00,Stores,Retail
402R-00365,BRECKENRIDGE INVESTMENTS LLC,THE DISPENSARY,Retail Marijuana Store,"765 West Anemone Trail, Unit C",Dillon,80435,11/18/2026,2026-04-02 00:00:00,Stores,Retail
402R-00181,BRECKENRIDGE ORGANIC THERAPY LLC,,Retail Marijuana Store,"1900 Airport Road, Units A1 and A2",Breckenridge,80424,8/31/2027,2026-04-02 00:00:00,Stores,Retail
402R-00871,BROW 1 LLC,XCLUSIVE CANNABIS,Retail Marijuana Store,7200 East Smith Road,Denver,80207,7/27/2027,2026-04-02 00:00:00,Stores,Retail
402R-00311,BROW ACQUISITIONS AURORA LLC,XCLUSIVE CANNABIS,Retail Marijuana Store,15200 East 6th Avenue Unit 1,Aurora,80011,10/1/2027,2026-04-02 00:00:00,Stores,Retail
402R-00687,BROW ACQUISITIONS FEDERAL HEIGHTS LLC,XCLUSIVE CANNABIS,Retail Marijuana Store,9462 North Federal Boulevard,Federal Heights,80260,7/24/2027,2026-04-02 00:00:00,Stores,Retail
402R-00305,BUCKLEY43 LLC,JARS CANNABIS,Retail Marijuana Store,"4343 South Buckley Road, Unit E",Aurora,80015,10/1/2026,2026-04-02 00:00:00,Stores,Retail
402R-00463,BUD HUT INC,,Retail Marijuana Store,973 U.S. Highway 85-87  Suite 300,Walsenburg,81089,6/9/2027,2026-04-02 00:00:00,Stores,Retail
402R-00694,BUDS LLC,,Retail Marijuana Store,2034 I-70 Frontage Road,De Beque,81630,8/10/2027,2026-04-02 00:00:00,Stores,Retail
402R-00528,BUDS LTD,BUDS DISPENSARY-PARACHUTE PREMIUM & RARE CANNABIS,Retail Marijuana Store,104 Cardinal Way,Parachute,81635,11/24/2026,2026-04-02 00:00:00,Stores,Retail
402R-00967,BUENA SUERTE COMPANY LLC,BRMFLD CONFIDENTIAL,Retail Marijuana Store,"11640 Teller Street, Suite E",Broomfield,80020,5/6/2027,2026-04-02 00:00:00,Stores,Retail
402R-00917,BUILDING BETTER DAYS LLC,REEFER MADNESS,Retail Marijuana Store,1995 South Broadway,Denver,80210,6/1/2027,2026-04-02 00:00:00,Stores,Retail
402R-00104,BUILDING BETTER DAYS LLC,REEFER MADNESS,Retail Marijuana Store,4401 East 46th Avenue Suite B,Denver,80216,1/1/2027,2026-04-02 00:00:00,Stores,Retail
402R-01123,BUKU LOUD LLC,BUKU LOUD,Retail Marijuana Store,3079 South Academy Boulevard,Colorado Springs,80916,5/23/2027,2026-04-02 00:00:00,Stores,Retail
402R-00039,C4 CO LLC,SOHI CC,Retail Marijuana Store,1406 West 38th Avenue,Denver,80211,1/1/2027,2026-04-02 00:00:00,Stores,Retail
