"Record Number","Record Type","Licensee Name","Address","Expiration Date","Status","Home Delivery","Disciplinary Action",
"GR-C-000647","Class C Grower – License","Inkster Pine Park, LLC","2424 John Daly ST, Inkster MI 48141","03/01/2022","Closed",,,
"GR-C-000603","Class C Grower – License","Susco, LLC","12504 Stephens RD, Warren MI 48089","03/01/2022","Closed",,,
"GR-C-000657","Class C Grower – License","Old School Organics, LLC","350 County Center ST, Lapeer MI 48446","02/25/2023","Closed",,,
"GR-C-000666","Class C Grower – License","Total Health Cultivation, LLC","3055 E Bristol RD, Burton MI 48529","02/25/2025","Closed",,"Public Documents Available",
"GR-C-000662","Class C Grower – License","Glorious Cannabis Company","180 Premier DR, Orion Charter Township MI 48359","09/10/2021","Closed",,,
"GR-C-000663","Class C Grower – License","Glorious Cannabis Company","180 Premier DR, Orion Charter Township MI 48359","09/10/2021","Closed",,,
"GR-C-000664","Class C Grower – License","Glorious Cannabis Company","180 Premier DR, Orion Charter Township MI 48359","09/10/2021","Closed",,,
"GR-C-000665","Class C Grower – License","Glorious Cannabis Company","180 Premier DR, Orion Charter Township MI 48359","09/10/2021","Closed",,,
"PR-000044","Processor - License","Truu Cannabis","1322 Rensen ST, Lansing MI 48910","04/25/2025","Closed",,,
"PC-000583","Provisioning Center - License","Pinnacle Emporium","850 E Main ST, Morenci MI 49256","12/09/2025","Closed",,,
"PC-000574","Provisioning Center - License","The Grove Cannabis Co.","26352 Lawrence AVE, Center Line MI 48015","02/24/2025","Closed","Approved","Public Documents Available",
"PC-000434","Provisioning Center - License","Cookies Kalamazoo","2712 Portage ST, Kalamazoo MI 49001","07/30/2022","Closed","Approved",,
"ERG-002964","Entity Prequalification","Focus Group Enterprises, LLC",,"12/31/2099","Active - Main Applicant",,,
"PC-000572","Provisioning Center - License","Symponia Farms Inc.","1140 Harmonia RD, Battle Creek MI 49037","07/29/2022","Closed","Approved",,
"PC-000516","Provisioning Center - License","Green Buddha III, LLC","408 S. Center RD, Flint MI 48506","02/22/2022","Closed",,,
"PC-000404","Provisioning Center - License","ZAZA CANNABIS CO.","12934 Evergreen Unit 100, Detroit MI 48223","02/22/2024","Closed","Approved",,
"PC-000576","Provisioning Center - License","Shango Hazel Park","22821 S Chrysler DR, Hazel Park MI 48030","12/10/2023","Closed","Approved",,
"PC-000580","Provisioning Center - License","Fresh Water Cannabis Co.","3398 I-75 Business Spur, Sault Ste Marie MI 49783","02/18/2023","Closed","Approved",,
"PC-000569","Provisioning Center - License","Apollo Cannabis Company","19737 West Seven Mile RD, Detroit MI 48219","02/18/2024","Closed - Suspended","Approved","Public Documents Available",
"PR-000165","Processor - License","Michigan Investments 10 Inc.","772 E Pinconning RD, Pinconning MI 48650","07/09/2026","Active",,"Public Documents Available",
"GR-C-000642","Class C Grower – License","Regency Specialties Inc.","23685 Regency PARK, Warren MI 48089","10/01/2022","Closed",,,
"GR-C-000641","Class C Grower – License","Regency Specialties Inc.","23685 Regency PARK, Warren MI 48089","10/01/2022","Closed",,,
"GR-C-000640","Class C Grower – License","Regency Specialties Inc.","23685 Regency PARK, Warren MI 48089","10/01/2022","Closed",,,
"GR-C-000518","Class C Grower – License","Doghouse Supreme Cannabis","9818 Grinnell ST, Detroit MI 48213","02/16/2023","Closed",,,
"GR-C-000517","Class C Grower – License","Doghouse Supreme Cannabis","9818 Grinnell ST, Detroit MI 48213","02/16/2023","Closed",,,
"GR-C-000516","Class C Grower – License","Doghouse Supreme Cannabis","9818 Grinnell ST, Detroit MI 48213","02/16/2027","Active",,"Public Documents Available",
"GR-C-000650","Class C Grower – License","MNS Stephens Ventures, LLC","13159 Stephens RD, Warren MI 48089","10/08/2021","Closed",,,
"ST-000061","Secure Transporter - License","SST Logistics","7993 US 12 HWY, Onsted MI 49265","02/12/2022","Closed",,,
"PC-000568","Provisioning Center - License","Exclusive Grand Rapids","2350 29th Street SE, Grand Rapids MI 49508","07/30/2023","Closed","Approved","Public Documents Available",
"PC-000570","Provisioning Center - License","NOBO","69411 M 62, Edwardsburg MI 49112","06/02/2023","Closed",,"Public Documents Available",
"PC-000565","Provisioning Center - License","Lucky Buds, Inc.","102 S Main ST, Crystal MI 48818","02/11/2024","Closed",,,
"PC-000562","Provisioning Center - License","Mood Cannabis Jackson","3141 Page AVE, Jackson MI 49203","02/11/2024","Closed","Approved","Public Documents Available",
"PR-000185","Processor - License","One Garden","23751 Hoover RD Suite B, Warren MI 48089","12/19/2026","Active",,,
"GR-C-000648","Class C Grower – License","DKB2, LLC","32900 Dequindre RD Suite B, Warren MI 48092","11/12/2022","Closed",,,
"PC-000567","Provisioning Center - License","Skymint","8542 Shaver RD, Portage MI 49024","10/18/2023","Closed","Approved",,
"ERG-003001","Entity Prequalification","Triforce Farm, LLC",,"12/31/2099","Active - Main Applicant",,,
"PC-000558","Provisioning Center - License","Local Roots Cannabis Company","120 West Grand River RD Suite B, Laingsburg MI 48848","02/05/2022","Closed",,,
"PC-000457","Provisioning Center - License","Olswell- Adrian","1465 W. Beecher ST, Adrian MI 49221","02/05/2022","Closed",,,
"PR-000137","Processor - License","Zen Republic, LLC","1465 W Beecher ST, Adrian MI 49221","02/05/2023","Closed",,"Public Documents Available",
"GR-C-000503","Class C Grower – License","Zen Republic, LLC","1465 W. Beecher ST, Adrian MI 49221","02/05/2022","Closed",,,
"GR-C-000502","Class C Grower – License","Zen Republic, LLC","1465 W. Beecher ST, Adrian MI 49221","02/05/2022","Closed",,,
"GR-B-000022","Class B Grower – License","Proper Mound LLC","24238 Mound RD, Warren MI 48091","02/05/2023","Closed",,,
"PC-000573","Provisioning Center - License","Rair","1871 Peck ST, Muskegon MI 49441","10/08/2022","Closed","Approved","Public Documents Available",
"PC-000564","Provisioning Center - License","House of Dank - Saginaw","3054 E Holland RD, Saginaw MI 48601","02/03/2023","Closed",,,
"ERG-002771","Entity Prequalification","Northwoods Cultivation, LLC",,"12/31/2099","Active - Main Applicant",,,
"PR-000124","Processor - License","NOBO","900 Alreco RD, Benton Harbor MI 49022","06/02/2025","Closed",,"Public Documents Available",
"GR-A-000157","Class A Grower – License","3RK, LLC","1434 Diamond Reo Way, Lansing MI 48910","02/02/2022","Closed",,,
"PR-000183","Processor - License","Evolution Edibles","4661 West Dickman RD Suite A, Battle Creek MI 49037","02/01/2024","Closed",,,
"PC-000563","Provisioning Center - License","The Remedy Detroit LLC","20041 W 8 Mile RD, Detroit MI 48219","01/29/2024","Closed",,,
"PR-000163","Processor - License","Baked Releaf","1840 Terminal RD Unit C, Niles MI 49120","01/23/2025","Closed",,,
"ERG-002865","Entity Prequalification","Tycoon I Operations, LLC",,"12/31/2099","Active - Main Applicant",,,
"GR-A-000124","Class A Grower – License","R & A Distributing LLC","3110 Turner ST Suite C, Lansing MI 48906","01/27/2023","Closed",,,
"GR-C-000601","Class C Grower – License","Glorious Cannabis Company","2497 E Huron RD, Au Gres MI 48703","09/10/2026","Active",,"Public Documents Available",
"GR-C-000600","Class C Grower – License","Glorious Cannabis Company","2497 E Huron RD, Au Gres MI 48703","09/10/2026","Active",,"Public Documents Available",
"GR-C-000599","Class C Grower – License","Glorious Cannabis Company","2497 E Huron RD, Au Gres MI 48703","09/10/2022","Closed",,,
"GR-A-000158","Class A Grower – License","Givingtrees","1008 East 10 Mile RD, Hazel Park MI 48030","01/26/2025","Closed",,,
"PR-000177","Processor - License","Wanda Products, LLC","1369 Cripps RD, Luzerne MI 48636","01/25/2025","Closed",,"Public Documents Available",
"PC-000548","Provisioning Center - License","Michigan Pure Green, LLC","9017 South Sprinkle RD, Portage MI 49002","01/22/2023","Closed",,,
"GR-C-000645","Class C Grower – License","Green Goddess Health","1160 Treat ST, Adrian MI 49221","01/22/2023","Closed",,,
"GR-A-000148","Class A Grower – License","K Farm Organics, LLC","15379 Howard RD, Hanover MI 49241","03/16/2025","Closed - Suspended",,"Public Documents Available",
"PC-000555","Provisioning Center - License","Lucid- Emmet Township","1125 E. Michigan AVE Suite 9, Battle Creek MI 49014","01/21/2022","Closed",,,
"GR-C-000636","Class C Grower – License","Zenith Ventures Lansing LLC","1202 East Oakland AVE, Lansing MI 48906","01/20/2022","Closed",,,
"ST-000060","Secure Transporter - License","Helios Security, LLC","3075 Joyce ST, Burton MI 48529","01/20/2022","Closed",,"Public Documents Available",
"GR-C-000452","Class C Grower – License","Driven Gardens","3740 Rowland RD, Vassar MI 48768","01/20/2026","Closed",,"Public Documents Available",
"GR-A-000150","Class A Grower – License","Omer Lighthouse","407 W Center ST, Omer MI 48749","01/20/2023","Closed",,,
"PC-000552","Provisioning Center - License","Flow Provisioning LLC","918 County Rd 480, Marquette MI 49855","01/15/2022","Closed",,,
"ERG-002820","Entity Prequalification","MJCC 8 Mile, LLC",,"12/31/2099","Active - Main Applicant",,,
"GR-C-000639","Class C Grower – License","MEDIQ Laboratories","775 S Huron RD Suite C, Linwood MI 48634","09/10/2026","Active",,"Public Documents Available",
"ERG-002832","Entity Prequalification","CannaDMG LLC",,"12/31/2099","Active - Main Applicant",,,
"PC-000566","Provisioning Center - License","Pinnacle Emporium","221 E Front ST, Buchanan MI 49107","12/09/2025","Closed",,,
"PR-000173","Processor - License","Lake Life Farms, Inc","10350 Harvest Park Suite A, Dimondale MI 48821","08/20/2022","Closed",,,
"GR-C-000620","Class C Grower – License","Redbud Roots Lab II, LLC","448 Post RD, Buchanan MI 49107","08/01/2021","Closed",,,
"GR-C-000619","Class C Grower – License","Redbud Roots Lab II, LLC","448 Post RD, Buchanan MI 49107","08/01/2022","Closed",,,
"GR-A-000152","Class A Grower – License","Wanda Products, LLC","1369 Cripps RD, Luzerne MI 48636","01/13/2023","Closed",,"Public Documents Available",
"ERG-002765","Entity Prequalification","MSV MI, LLC",,"12/31/2099","Active - Main Applicant",,,
"GR-C-000628","Class C Grower – License","Kola Farms LLC","2285 Manor RD, Au Gres MI 48703","01/12/2022","Closed",,,
"GR-C-000627","Class C Grower – License","Kola Farms LLC","2285 Manor RD, Au Gres MI 48703","01/12/2025","Closed",,,
"SC-000020","Safety Compliance - License","SV Labs, LLC","4427 Manchester RD, Kalamazoo MI 49001","01/12/2024","Closed",,"Public Documents Available",
"PC-000542","Provisioning Center - License","Joyology of Centerline","26550 Liberal ST, Center Line MI 48015","01/12/2025","Closed","Approved","Public Documents Available",
"PC-000550","Provisioning Center - License","URB Cannabis Company","124 N Water ST, Vassar MI 48768","01/11/2023","Closed","Approved",,
"PC-000560","Provisioning Center - License","The Dude Abides Provisioning Center","160 N Washington ST, Constantine MI 49042","01/08/2023","Closed",,"Public Documents Available",
"PC-000554","Provisioning Center - License","Higher Love","116 Superior AVE, Crystal Falls MI 49920","01/08/2026","Closed",,,
"PC-000518","Provisioning Center - License","Constantine Wellness Center, LLC","140 S Washington ST, Constantine MI 49042","01/08/2023","Closed",,,
"PR-000169","Processor - License","Oak Canna & Wellness LLC","14402 Prairie ST Suite 710, Detroit MI 48238","01/07/2025","Closed",,"Public Documents Available",
"GR-C-000614","Class C Grower – License","MNS Stephens Ventures, LLC","13159 Stephens Rd, Warren MI 48089","10/08/2021","Closed",,,
"GR-C-000610","Class C Grower – License","MNS Stephens Ventures, LLC","13159 Stephens Rd, Warren MI 48089","10/08/2021","Closed",,,
"PC-000484","Provisioning Center - License","1864 US-23, LLC","1864 US 23 Suite A & B, East Tawas MI 48730","01/05/2022","Closed",,,
"PC-000499","Provisioning Center - License","Redbud Roots Lab VI, Inc.","218 E Stockbridge AVE, Kalamazoo MI 49001","01/05/2023","Closed",,,
"GR-C-000626","Class C Grower – License","Nature's Medicines","4956 Wayne RD, Battle Creek MI 49037","12/07/2022","Closed",,,
"GR-C-000625","Class C Grower – License","Nature's Medicines","4956 Wayne RD, Battle Creek MI 49037","12/07/2022","Closed",,,
"GR-C-000624","Class C Grower – License","Nature's Medicines","4956 Wayne RD, Battle Creek MI 49037","12/07/2022","Closed",,,
"GR-C-000623","Class C Grower – License","Nature's Medicines","4956 Wayne RD, Battle Creek MI 49037","12/07/2023","Closed",,,
"GR-C-000622","Class C Grower – License","Nature's Medicines","4956 Wayne RD, Battle Creek MI 49037","12/07/2024","Closed",,,
"GR-A-000151","Class A Grower – License","Bloomfield Development Group Grow LLC","14033 Achyl AVE, Warren MI 48089","12/30/2023","Closed",,"Public Documents Available",
"PC-000532","Provisioning Center - License","Great Lakes Provision Center","811 Maple ST, Big Rapids MI 49307","12/29/2021","Closed","Approved",,
"GR-C-000609","Class C Grower – License","One Green Acre LLC","1707 Marquette AVE Suite 101, Bay City MI 48706","12/29/2021","Closed",,,
"GR-C-000598","Class C Grower – License","Glorious Cannabis Company","2497 E Huron RD, Au Gres MI 48703","09/10/2022","Closed",,,
"GR-C-000597","Class C Grower – License","Glorious Cannabis Company","2497 E Huron RD, Au Gres MI 48703","09/10/2022","Closed",,,
"PC-000556","Provisioning Center - License","Breaking Bud","449 Capital NE AVE, Battle Creek MI 49017","12/22/2023","Closed","Approved","Public Documents Available",
"PC-000537","Provisioning Center - License","Cloud Cannabis Company","356 Munson AVE, Traverse City MI 49686","05/20/2023","Closed",,,
"PC-000535","Provisioning Center - License","Sozo Cannabis","100 N Main ST, Cheboygan MI 49721","12/19/2023","Closed",,,
"PR-000175","Processor - License","The Brand Lab","32620 Dequindre RD, Warren MI 48092","12/22/2023","Closed",,,
"GR-C-000608","Class C Grower – License","Chronicseur Farms","380 Industrial Parkway, Clare MI 48617","12/21/2021","Closed",,,
"GR-C-000607","Class C Grower – License","Chronicseur Farms","380 Industrial PKWY, Clare MI 48617","12/21/2024","Closed",,,
"GR-A-000140","Class A Grower – License","Enterprise DST","5580 Enterprise CT Suite A, Warren MI 48092","12/18/2021","Closed",,,
"ERG-002814","Entity Prequalification","The Machine Grow and Processing, Inc.",,"12/31/2099","Active - Main Applicant",,,
"PC-000551","Provisioning Center - License","Pure Options - Muskegon Township","1965 Holton RD, Muskegon MI 49445","12/17/2024","Closed",,"Public Documents Available",
"GR-C-000162","Class C Grower – License","HDS Investments, LLC","1312 LAKE ST, NILES MI 49120","12/17/2021","Closed",,,
"GR-C-000612","Class C Grower – License","MNS Stephens Ventures, LLC","13159 Stephens Rd, Warren MI 48089","10/08/2021","Closed",,,
"GR-C-000618","Class C Grower – License","WPL Industries, LLC","1201 E. Beecher ST, Adrian MI 49221","10/29/2022","Closed",,"Public Documents Available",
"PR-000171","Processor - License","Ascend Cannabis Group","735 E Hazel ST, Lansing MI 48912","07/29/2026","Active",,"Public Documents Available",
"PR-000072","Processor - License","Cannashine","170 S Huron RD, Linwood MI 48634","12/15/2026","Active",,"Public Documents Available",
"GR-A-000144","Class A Grower – License","Michigan Total Healing Center of Buchanan, LLC","7200 Old Pipestone RD, Eau Claire MI 49111","12/15/2022","Closed",,,
"GR-A-000147","Class A Grower – License","Grow Haven","38708 Fisk Lake RD, Paw Paw MI 49079","12/15/2021","Closed",,,
"PC-000526","Provisioning Center - License","Mother Nurtures, LLC","520 South Third AVE, Big Rapids MI 49307","12/10/2021","Closed",,,
"PC-000549","Provisioning Center - License","Apothecare Ann Arbor","2793 Plymouth RD Suite C, Ann Arbor MI 48105","12/24/2023","Closed","Approved","Public documents available",
"PC-000553","Provisioning Center - License","TeeBz, LLC","1561 West Maumee ST, Adrian MI 49221","12/11/2022","Closed - Suspended",,"Public Documents Available",
"ERG-002773","Entity Prequalification","Hikers, LLC",,"12/31/2099","Active - Main Applicant",,,
"ERG-002749","Entity Prequalification","BPMD Realty LLC",,"12/31/2099","Active - Main Applicant",,,
"ERG-002807","Entity Prequalification","Aries Analytic L.L.C.",,"12/31/2099","Active - Main Applicant",,,
"PC-000544","Provisioning Center - License","Luxury Loud Detroit","2520 22nd ST, Detroit MI 48216","09/02/2023","Closed","Approved","Public Documents Available",
"GR-C-000293","Class C Grower – License","Apollo Organics, Inc.","1401 E Stewart AVE, Flint MI 48505","12/08/2022","Closed",,,
"PC-000541","Provisioning Center - License","The WellFlower","217 Maple ST, Big Rapids MI 49307","12/08/2021","Closed",,,
"PR-000159","Processor - License","Symponia Farms Inc.","1140 Harmonia RD, Battle Creek MI 49037","07/29/2022","Closed",,,
"PR-000118","Processor - License","MEM Gardens LLC","346 Logan ST, Adrian MI 49221","10/08/2024","Closed",,,
"GR-C-000616","Class C Grower – License","Common Citizen","11300 17 Mile RD, Marshall MI 49068","02/04/2027","Active",,"Public Documents Available",
"GR-C-000615","Class C Grower – License","Common Citizen","11300 17 Mile RD, Marshall MI 49068","02/04/2027","Active",,"Public Documents Available",
"ERG-002875","Entity Prequalification","IVP Holding, LLC",,"12/31/2099","Active - Main Applicant",,,
"PC-000540","Provisioning Center - License","Cannavibes Emporium","1135 W Dickman RD, Battle Creek MI 49037","12/07/2026","Active",,"Public Documents Available",
"PR-000176","Processor - License","Berry Green Management Inc","1356 Imlay City RD, Lapeer MI 48446","12/07/2025","Closed",,"Public Documents Available",
"GR-C-000569","Class C Grower – License","Karvol Enterprises, LLC","2199 N. Concord RD Suite 2, Albion MI 49224","12/07/2021","Closed",,,
"ERG-002840","Entity Prequalification","Tip Top Crop LLC",,"12/31/2099","Active - Main Applicant",,,
"PC-000527","Provisioning Center - License","EZ Medz","9359 N. Dort HWY, Mt. Morris MI 48458","12/04/2023","Closed","Approved","Public Documents Available",
"PC-000534","Provisioning Center - License","Premier Provisioning Center, LLC","1023 East Caro RD, Caro MI 48723","12/04/2023","Closed","Approved","Public Documents Available",
"GR-C-000611","Class C Grower – License","MNS Stephens Ventures, LLC","13159 Stephens Rd, Warren MI 48089","10/08/2021","Closed",,,
"GR-C-000402","Class C Grower – License","Hytek Cultivation","12651 Stout ST, Detroit MI 48223","04/25/2024","Closed",,"Public Documents Available",
"GR-A-000056","Class A Grower – License","Green Mitten Pharms, LLC","2761 M-61, Bentley MI 48613","12/02/2022","Closed",,,
"ERG-002642","Entity Prequalification","Magna Health Management, LLC",,"12/31/2099","Active - Main Applicant",,,
"ERG-002806","Entity Prequalification","Level Up Investments II, LLC",,"12/31/2099","Active - Main Applicant",,,
"GR-A-000107","Class A Grower – License","OTEAL2 LLC","1401 N Johnson ST Unit 1, Bay City MI 48708","12/02/2023","Closed",,"Public Documents Available",
"PC-000511","Provisioning Center - License","Dr. A's Re-Leaf Center - Cannabis Merchant","26324 US-12, Edwardsburg MI 49112","02/21/2024","Closed",,"Public Documents Available",
"PC-000529","Provisioning Center - License","Glazed and Confused","2465 US 2 S HWY, Crystal Falls MI 49920","11/25/2022","Closed",,,
"PC-000538","Provisioning Center - License","Gage Cannabis Company","3075 Peregrine Dr. NE, Grand Rapids MI 49505","07/30/2025","Closed","Approved","Public Documents Available",
"PR-000162","Processor - License","8 Mile Brands","871 E 8 Mile RD, Hazel Park MI 48030","11/26/2024","Closed",,"Public Documents Available",
"PC-000546","Provisioning Center - License","Lume Cannabis Co.","1512 N West AVE, Jackson MI 49202","03/21/2023","Closed","Approved","Public Documents Available",
"PC-000547","Provisioning Center - License","Green Bean Company, Inc.","1625 W Atherton RD, Flint MI 48507","11/21/2024","Closed",,,
"ERG-002770","Entity Prequalification","Constantine Products LLC",,"12/31/2099","Active - Main Applicant",,,
"PC-000539","Provisioning Center - License","The Green House Provisioning","897 North AVE, Battle Creek MI 49017","11/19/2021","Closed","Approved",,
"PC-000536","Provisioning Center - License","The Woods Cheboygan","123 E. State ST, Cheboygan MI 49721","04/21/2022","Closed","Approved",,
"GR-C-000474","Class C Grower – License","Pegasus Green, LCC","4100 Ann Arbor RD, Jackson MI 49202","11/18/2021","Closed",,"Public Documents Available",
"GR-A-000130","Class A Grower – License","Fraser Cultivation Group, LLC","3966 Fraser RD, Pinconning MI 48650","11/17/2026","Active",,,
"PR-000087","Processor - License","Terrapin MI","2055 Oak Industrial NE DR, Grand Rapids MI 49505","03/25/2023","Closed",,"Public Documents Available",
"PC-000466","Provisioning Center - License","Olswell - Grand Rapids","1940 28th Street SE, Grand Rapids MI 49508","11/17/2022","Closed",,"Public Documents Available",
"GR-C-000606","Class C Grower – License","DKB2, LLC","32900 Dequindre RD Suite B, Warren MI 48092","11/12/2022","Closed",,,
"GR-C-000594","Class C Grower – License","Leela Herb Company","406 S Park DR, Kalkaska MI 49646","11/16/2026","Active",,"Public Documents Available",
"GR-C-000605","Class C Grower – License","DKB2, LLC","32900 Dequindre RD Suite B, Warren MI 48092","11/12/2022","Closed",,,
"PC-000522","Provisioning Center - License","Exclusive Lapeer","111 W Genesee ST, Lapeer MI 48446","11/13/2025","Closed","Approved","Public Documents Available",
"PC-000523","Provisioning Center - License","Lake Life Farms, Inc","208 South Michigan AVE, Big Rapids MI 49307","08/20/2022","Closed",,,
"PR-000157","Processor - License","Driven Grow, LLC","10925 Bruun TRL, Frederic MI 49733","03/21/2027","Active",,,
"GR-C-000587","Class C Grower – License","236 Culver, LLC","2846 Hercules CT, Fennville MI 49408","11/10/2021","Closed",,,
"GR-C-000604","Class C Grower – License","DKB2, LLC","32900 Dequindre RD Suite B, Warren MI 48092","11/12/2022","Closed",,,
"PC-000203","Provisioning Center - License","Chronic City, LLC","6810 East McNichols RD, Detroit MI 48212","11/11/2022","Closed",,"Public Documents Available",
"GR-C-000568","Class C Grower – License","Hongrui Enterprises Inc.","1100 Industrial BLVD, Albion MI 49224","11/10/2024","Revoked",,"Public Documents Available",
"GR-C-000567","Class C Grower – License","Hongrui Enterprises Inc.","1100 Industrial BLVD, Albion MI 49224","11/10/2024","Revoked",,"Public Documents Available",
"GR-C-000566","Class C Grower – License","Hongrui Enterprises Inc.","1100 Industrial BLVD, Albion MI 49224","11/10/2024","Revoked",,"Public Documents Available",
"GR-C-000565","Class C Grower – License","Hongrui Enterprises Inc.","1100 Industrial BLVD, Albion MI 49224","11/10/2024","Revoked",,"Public Documents Available",
"GR-C-000602","Class C Grower – License","Michigrown","351 W Laketon AVE, Muskegon MI 49441","11/10/2026","Active",,"Public Documents Available",
"PR-000156","Processor - License","Green Sprout Labs LLC","737 Industrial Park DR Suite A, Bangor MI 49013","11/09/2022","Closed",,,
"GR-A-000131","Class A Grower – License","Green Sprout Grow LLC","737 Industrial Park DR Suite B, Bangor MI 49013","11/09/2022","Closed",,,
"PC-000498","Provisioning Center - License","Stone Depot Exceptional Cannabis","3435 East Michigan AVE, Jackson MI 49202","11/09/2022","Closed - Suspended","Approved","Public Documents Available",
"GR-B-000019","Class B Grower – License","Holland Farms, LLC","560 E Huron RD, Omer MI 48749","11/06/2024","Closed",,"Public Documents Available",
"PR-000049","Processor - License","PharmaCann Michigan","21550 Hoover RD, Warren MI 48089","07/02/2025","Closed",,"Public Documents Available",
"PC-000531","Provisioning Center - License","Skymint","3315 Coolidge RD, East Lansing MI 48823","10/18/2026","Active",,"Public Documents Available",
"GR-A-000114","Class A Grower – License","Urbn Leaf","1678 E Grand BLVD, Detroit MI 48211","11/04/2021","Closed",,,
"GR-C-000586","Class C Grower – License","WaHa Premier, LLC","9139 Watson RD, Hanover MI 49241","11/04/2023","Closed",,,
"PC-000437","Provisioning Center - License","Michiganja","230 North Charles ST, White Cloud MI 49349","11/03/2022","Closed","Approved",,
"PR-000170","Processor - License","Total Health Processing, LLC","3055 East Bristol RD, Burton MI 48529","11/02/2024","Closed",,"Public documents available",
"ERG-002681","Entity Prequalification","MI Secured Transport LLC",,"12/31/2099","Active - Main Applicant",,,
"GR-C-000596","Class C Grower – License","Hammon Tree Growers, LLC","515 Hammontree DR, Morenci MI 49256","11/02/2024","Closed",,,
"GR-C-000589","Class C Grower – License","Elysium Cultivation","24250 Mound RD, Warren MI 48091","10/30/2022","Closed",,"Public Documents Available",
"PR-000154","Processor - License","Progressive Treatment Solutions Warren","32660 Dequindre, Warren MI 48092","10/30/2026","Active",,"Public Documents Available",
"GR-C-000448","Class C Grower – License","Green Eden, LLC","4525 Quality CT, Portage MI 49002","10/26/2021","Closed",,,
"GR-A-000142","Class A Grower – License","MIMM, LLC","300 Elm ST, Kalkaska MI 49646","10/29/2021","Closed",,,
"GR-C-000570","Class C Grower – License","WPL Industries, LLC","1201 E. Beecher ST, Adrian MI 49221","10/29/2024","Closed",,"Public Documents Available",
"GR-C-000550","Class C Grower – License","Green Mitten Agricultural Corporation","34041 County Road 681, Bangor MI 49013","06/25/2025","Closed",,"Public Documents Available",
"PC-000521","Provisioning Center - License","Xplore Cannabis Company","824 S Main ST, Lapeer MI 48446","10/28/2026","Active",,,
"PC-000495","Provisioning Center - License","Sunnies","1410 North Eaton ST, Albion MI 49224","10/28/2023","Closed","Approved","Public Documents Available",
"ERG-002725","Entity Prequalification","Wolverine-Buckeye Enterprises, LLC",,"12/31/2099","Active - Main Applicant",,,
"GR-C-000579","Class C Grower – License","Franklin Fields","3535 Capital City BLVD, Lansing MI 48906","10/27/2022","Closed",,,
"PC-000528","Provisioning Center - License","Authentic 231","74 Arthur ST, Manistee MI 49660","08/31/2022","Closed","Approved","Public Documents Available",
"PR-000172","Processor - License","SBCMI LLC","456 W 8 Mile RD, Hazel Park MI 48030","10/26/2023","Closed",,"Public Documents Available",
"PC-000247","Provisioning Center - License","Jars Cannabis Mount Pleasant","1005 Corporate DR Suite B, Mt Pleasant MI 48858","08/29/2022","Closed","Approved","Public Documents Available",
"ERG-002695","Entity Prequalification","Emerald Thumb LLC",,"12/31/2099","Active - Main Applicant",,,
"PC-000433","Provisioning Center - License","Gage Cannabis Company","48 Main ST, Battle Creek MI 49014","07/18/2025","Closed","Approved","Public Documents Available",
"GR-C-000509","Class C Grower – License","Great Lakes Aqua Culture, LLC","4880 126th AVE, Fennville MI 49408","10/19/2022","Closed",,,
"PC-000525","Provisioning Center - License","Treehouse 603","603 E William ST, Ann Arbor MI 48104","10/22/2022","Closed","Approved","Public Documents Available",
"PC-000506","Provisioning Center - License","Only By Nature, LLC","103 N Ontario ST, DeTour Village MI 49725","10/22/2023","Closed - Suspended","Approved","Public Documents Available",
"PR-000152","Processor - License","Hayat Quality Provisioning I, Inc.","523 West 9 Mile RD Suite B, Hazel Park MI 48030","10/07/2024","Closed",,,
"GR-A-000143","Class A Grower – License","NMR 1, LLC","2112 Industrial DR, Niles MI 49120","10/22/2021","Closed",,,
"GR-C-000573","Class C Grower – License","Leaf and Bud","14470 Livernois AVE Suite D, Detroit MI 48238","10/02/2024","Closed",,"Public Documents Available",
"PC-000488","Provisioning Center - License","Consume Cannabis Alma","528 W Warwick DR, Alma MI 48801","05/28/2026","Active","Approved","Public Documents Available",
"GR-C-000572","Class C Grower – License","Leaf and Bud","14470 Livernois AVE Suite D, Detroit MI 48238","10/02/2022","Closed",,"Public Documents Available",
"ST-000057","Secure Transporter - License","DRS Choice Transport, LLC","4700 N Huron RD Unit 5, 6, 7, Pinconning MI 48650","10/19/2026","Active",,,
"PR-000167","Processor - License","Gage Cannabis Company","41455 Production DR, Harrison Township MI 48045","07/30/2026","Active",,"Public Documents Available",
"GR-B-000020","Class B Grower – License","Evolution Grow Company","1060 River Road West, Battle Creek MI 49037","10/20/2024","Closed",,,
"GR-C-000585","Class C Grower – License","Adrian Elite Cultivation, LLC","1060 Railroad AVE, Adrian MI 49221","10/19/2022","Closed - Suspended",,"Public Documents Available",
"GR-C-000584","Class C Grower – License","Adrian Elite Cultivation, LLC","1060 Railroad AVE, Adrian MI 49221","10/19/2022","Closed - Suspended",,"Public Documents Available",
"SC-000022","Safety Compliance - License","Puer Labs","24545 Forterra DR, Warren MI 48089","10/15/2026","Active",,,
"GR-C-000574","Class C Grower – License","Wheelhouse Growers, LLC","19832 E North Caribou Lake RD, Detour MI 49725","10/15/2022","Closed",,"Public Documents Available",
"ST-000059","Secure Transporter - License","Lake Effects Logistics LLC","12261 Cleveland ST Suite E, Nunica MI 49448","10/14/2025","Closed",,"Public Documents Available",
